,Job_Title,Company,Location,Salary
3632,Accounting Coordinator,"Arnet Technologies, Inc.","Columbus, OH 43229 (Northland area)",35000.0
3633,IT Applications Engineer,Polaris Automation Inc,"Lewis Center, OH 43035",100000.0
3635,Information Technology Specialist,THE CITY OF CHILLICOTHE,"Chillicothe, OH 45601",46500.0
3644,Chief Fiscal Officer,State of Ohio Jobs,"Licking County, OH",105000.0
3645,Marketing Coordinator,AlerStallings,"Dublin, OH 43017",47500.0
3646,Membership Manager,"Girl Scouts of Ohio's Heartland Council, Inc.","Columbus, OH",34000.0
3648,Integration Developer,The Ohio State University,"Columbus, OH",81000.0
3651,Senior Software Engineer,Swarm Solutions,"Columbus, OH",118500.0
3653,AUTOMATED QA ENGINEER,"T-Cetra, LLC","Dublin, OH",73500.0
3654,Application Architect,JP Morgan Chase,"Columbus, OH 43219 (Northeast area)",121500.0
3655,Pricing and Contracts Administrator,Muirfield Energy,"Dublin, OH 43017",45000.0
3658,Systems Engineer,Ohio State University Medical Center,"Columbus, OH 43210 (Olentangy River Road area)",54000.0
3659,Project Manager,"Sterling Process Engineering & Services, Inc.","Columbus, OH 43213 (Whitehall area)",107500.0
3661,"Engineer, Software Engineering (SAP FICO)",Cardinal Health,"Dublin, OH 43017",92500.0
3663,Enterprise Resource Planning (ERP) Systems Analyst,Commercial Vehicle Group,"New Albany, OH 43054",81500.0
3664,ASP.NET Web Developer,Dedicated Tech Services,"Columbus, OH",96000.0
3666,Java Software Engineer - Core Platform Team,JP Morgan Chase,"Columbus, OH 43240 (Far North area)",145500.0
3668,C#.Net Programmer,Peer Solutions Group,"Columbus, OH",89000.0
3670,Database and Project Administrator,Ohio Wildlife Center,"Powell, OH 43065",46500.0
3672,Checkpoint Consultant,"Government Consulting Solutions, LLC","Marysville, OH",107500.0
3677,Estimator,Carrara Companies,"Columbus, OH 43219 (Northeast area)",50000.0
3681,BMI Consultant,Ohio State University Medical Center,"Columbus, OH 43210 (Olentangy River Road area)",63300.0
3682,Technical Customer Support Representative Night Shift,"Status Solutions, LLC","Columbus, OH",37500.0
3684,Account Executive (Columbus),BloomReach,"Columbus, OH",100000.0
3691,Web Developer,Zipline Logistics,"Columbus, OH 43215 (Downtown area)",67500.0
3696,Environmental Svcs Area Mgr,Ohio State University Medical Center,"Columbus, OH 43210 (Olentangy River Road area)",47500.0
3698,"Manager, Weatherization Assistance Programs",State of Ohio Jobs,"Columbus, OH",70000.0
3699,Accountant,"RiverWest Partners, LLC","Columbus, OH 43215 (Downtown area)",47500.0
3700,"Software Engineering, Engineer",Cardinal Health,"Dublin, OH 43017",101000.0
3702,Test Development Engineers,"Advint, LLC","Reynoldsburg, OH",99500.0
3704,Actuarial Fellowship,Root Insurance Company,"Columbus, OH",107000.0
3706,Software Engineer,American Chemical Society,"Columbus, OH 43202 (Clintonville area)",106500.0
3707,Software Engineer,Battelle,"Columbus, OH 43201 (Weinland Park area)",76500.0
3708,Software Engineer - Mid Level,Path Robotics,"Columbus, OH",92500.0
3710,Production Supervisor,Honeywell,"Columbus, OH 43228 (Westland area)",56000.0
3712,.Net Developer,AC Lens,"Columbus, OH 43228 (Westland area)",104000.0
3713,Systems Engineer,Synapse Tech Services,"Columbus, OH",90000.0
3714,Business Systems Analyst,The Paragon Group,"Columbus, OH 43213 (Whitehall area)",77500.0
3715,Full Stack Software Engineer - Java Lead,JP Morgan Chase,"Columbus, OH 43219 (Northeast area)",118000.0
3718,Angular Architect,Heitmeyer Consulting,"Columbus, OH 43219 (Northeast area)",129500.0
3719,Senior VMWare Engineer,CruiTek,"Columbus, OH",115000.0
3720,"Software Engineer in Test, Engineering Productivity",DataRobot,"Columbus, OH",104500.0
3722,Mobile Software Engineering Area Product Owner,JP Morgan Chase,"Columbus, OH 43240 (Far North area)",130500.0
3723,DevOps Automation Engineer,Cardinal Health,"Dublin, OH 43017",110000.0
3724,Senior Mainframe Hardware & Storage Developer,JP Morgan Chase,"Columbus, OH 43240 (Far North area)",96500.0
3731,"Director, Information Technology 2019-001",Transportation Research Center (TRC),"East Liberty, OH",108500.0
3732,Associate Actuary,Quantum Health,"Columbus, OH 43235 (Northwest area)",89500.0
3735,Java Microservices Developer/Lead,VEL IT solution,"Columbus, OH",67500.0
3736,Software Engineer,ComResource,"Columbus, OH 43215 (Downtown area)",106000.0
3739,"Intern, UX Analyst",Corporate One Federal Credit Union,"Columbus, OH 43240 (Far North area)",59500.0
3747,DevOps Engineer,Northwoods,"Dublin, OH 43017",106000.0
3748,"Executive Director, Solution Architect - IGA",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",137500.0
3751,Technology Engineer Sr,PNC Financial Services Group,"Columbus, OH 43224 (North Linden area)",97000.0
3752,Full-Stack Engineer - Cloud Orchestration,Immuta,"Columbus, OH",114500.0
3755,UX Strategist,160over90,"Columbus, OH",64500.0
3757,Sr. Full Stack Software Engineer (Spring & AngularJS),Spectralink,"Columbus, OH",125000.0
3760,Jr Account Executive- Columbus,Touchstone,"Columbus, OH",34000.0
3761,Leisure Travel Consultant,UNIGLOBE Travel Designers,"Columbus, OH 43215 (Downtown area)",32000.0
3763,"Senior Manager, Application Development",AMERICAN SIGNATURE INC,"Columbus, OH 43219 (Northeast area)",130500.0
3764,Scrum Master,JP Morgan Chase,"Columbus, OH 43240 (Far North area)",115500.0
3765,Test Automation Consultant / Specialist - MW/IL,Accenture,"Columbus, OH",109500.0
3766,IT Infrastructure/DevOps Engineer,Expedient,"Columbus, OH",117500.0
3768,Digital Brand Manager,R &A Marketing,"Columbus, OH 43235 (Northwest area)",32500.0
3769,Senior User Interface Engineer,OCLC,"Dublin, OH 43017",112500.0
3771,Cloud Developer,Integrated Modern Engineering,"Columbus, OH",116500.0
3774,Software Engineer,Veeva,"Columbus, OH",100000.0
3776,IT Performance Engineer,Insightete,"Columbus, OH 43212",100000.0
3777,Engineering Software Developer,Paul J. Ford and Company,"Columbus, OH 43215 (Downtown area)",67000.0
3778,Scala/Spark Software Engineer,ComResource,"Columbus, OH 43215 (Downtown area)",125000.0
3780,"Software Developer, Staff",Fiserv,"Dublin, OH 43016",78000.0
3781,UI-UX Programmer,Tra'Bian Enterprises,"Columbus, OH",84000.0
3782,Software Engineer - University Graduate (Entry Level),Snowflake Computing,"Seattle, WA",150000.0
3783,Software Developer,Microsoft,"Bellevue, WA 98004 (Downtown area)",92000.0
3784,Software Engineer,Microsoft,"Bellevue, WA 98004 (Downtown area)",95500.0
3785,Software Test Engineer,Premera Blue Cross,"Mountlake Terrace, WA 98043",81000.0
3786,Software Engineer - Entry Level,BOEING,"Kent, WA 98031",91000.0
3787,Software Engineer - Early Career,BOEING,"Kent, WA 98031",89500.0
3788,Software Engineer (All Levels),SoFi,"Seattle, WA",138500.0
3789,"Technologist, Software Development",Liberty Mutual Insurance,"Seattle, WA 98101 (Downtown area)",142000.0
3790,Software Developer - Instrumentation,Hulu,"Seattle, WA",109500.0
3791,"Intern Software Engineer, Backend","ExtraHop Networks, Inc.","Seattle, WA 98101 (Downtown area)",141500.0
3792,Software Tester,Expeditors,"Seattle, WA 98104",52500.0
3793,"Software Development Engineer (C# or Java, for Microsoft)",Aptly Technology,"Seattle, WA",90000.0
3794,Software Engineer,Google,"Kirkland, WA 98033 (Highlands area)",87000.0
3795,Software Engineering Internship,FUJIFILM,"Bothell, WA",95000.0
3796,"Engineer, Software",T-Mobile,"Bellevue, WA",92500.0
3797,Software Test engineer,CSI Interfusion Inc,"Bellevue, WA 98004 (Downtown area)",78500.0
3798,Software Test Engineer,Smith Technologies,"Anacortes, WA 98221",77000.0
3799,Software Engineer ll,Microsoft,"Redmond, WA",110000.0
3800,Software Engineer,"Ellumen, Inc","Opportunity, WA",93000.0
3801,"Technologist, Software Development",Liberty Mutual Insurance,"Seattle, WA 98101 (Downtown area)",148400.0
3802,Software Tester with build Tools,Wipro,"Redmond, WA 98052",68500.0
3803,DSHS IT Systems Specialist,State of Washington Dept. of Social and Health Ser...,"Kennewick, WA",70092.0
3806,Software Engineer,Thermo Fisher Scientific,"Bothell, WA 98041",107500.0
3807,Elixir Software Engineer,Minnow,"Seattle, WA",115000.0
3808,Transportation Specialist - 1.0 FTE (260 Days/Year),Seattle Public Schools,Washington State,60143.0
3811,Front End Software Engineer,Google,"Kirkland, WA 98033 (Highlands area)",89000.0
3812,Software Engineer I,zulily,"Seattle, WA 98121 (Belltown area)",112500.0
3814,Software Developer,Jet City Consulting,"Bainbridge Island, WA",82000.0
3815,Software Engineer,Fowler LLC,"Richland, WA 99354",89000.0
3816,Software Developer,"Allan Bros., Inc.","Naches, WA",85000.0
3818,Software Support Engineer - Walla Walla,Ingeniux,"Spokane, WA",85000.0
3819,Full Time opportunities for Software Engineers & Program Man...,Microsoft,"Redmond, WA",95000.0
3820,Data Science Other,Valve Software,"Bellevue, WA 98004 (Downtown area)",112500.0
3821,Software Developer,DDS Wireless International Inc.,"Redmond, WA",108000.0
3824,Full Time Content Writer @ Tech Company,GoToTags,"Spokane, WA 99201 (West Central area)",50000.0
3825,Employment Services Coordinator,Northshore School District,"Bothell, WA",78690.0
3827,Software Tester / Technical Analyst,Schlosser Geographic Systems,"Seattle, WA 98101 (Downtown area)",58500.0
3828,Software Engineer - Android,"Discovery Communications, LLC","Bellevue, WA",106500.0
3829,Software Engineer - Gameplay,Microsoft,"Redmond, WA",98500.0
3830,Software Web/Mobile Application Developer,Metropolitan Washington Airports Authority,"Headquarters, WA",124182.5
3831,Software Developer,TECHNICA CORPORATION,"Spokane, WA 99201 (West Central area)",89000.0
3832,"Software Engineering Mananger, .NET Tools",Tableau,"Seattle, WA 98107 (Ballard area)",121500.0
3833,Associate Developer in Test,Expeditors,"Seattle, WA 98104",80500.0
3834,Software Engineer- UI,Zulily,"Seattle, WA 98121 (Belltown area)",108000.0
3835,Software Tester,Cayzen Technologies,"Lacey, WA 98503",88000.0
3836,Software Test Engineer,Thunder,"Bellevue, WA 98004 (Downtown area)",96500.0
3837,Software Developer - Corporate Solutions #2959~,Costco Wholesale,"Issaquah, WA 98027",101000.0
3838,Software Engineer- Messaging Team,Twitter,"Seattle, WA",140000.0
3839,Software Engineer,"Discovery Communications, LLC","Bellevue, WA",135000.0
3840,Government Affairs Representative,Metropolitan Washington Airports Authority,"Headquarters, WA",98556.5
3841,"Intern Software Engineer, Cloud","ExtraHop Networks, Inc.","Seattle, WA 98101 (Downtown area)",141500.0
3842,Software DevOps Engineer,"Tethers Unlimited, Inc.","Bothell, WA 98011",96000.0
3843,Software Engineer - EDI,ENGIE Insight,"Spokane, WA",79000.0
3844,Software QA Specialist,OpenEye,"Liberty Lake, WA",88000.0
3845,Junior Software Engineer - US Citizenship Required,PLEXSYS,"Camas, WA 98607",60300.0
3846,"Software Engineer, Backend (Multiple levels)",The Climate Corporation,"Seattle, WA",142500.0
3847,District Court Specialist,"Cowlitz County, WA","Kelso, WA",45330.0
3849,Project Manager,"Validar, Inc.","Tacoma, WA",52500.0
3852,Education and Enforcement Trail Steward (NRS1),State of Washington Dept. of Natural Resources,"Clark County, WA",45660.0
3853,Software Developer/Sr. Software Developer,Liberty Mutual Insurance,"Seattle, WA 98101 (Downtown area)",108950.0
3855,Chief Operating Officer,City of Bellevue,"Bellevue, WA 98004 (Downtown area)",134787.5
3857,Manual Tester,BiSoft,"Redmond, WA",60000.0
3858,Information Specialist (ITS5 2019-04466) NP Lacey,State of Washington Employment Security Department,"Lacey, WA",77340.0
3859,Front End Software Engineer,"Tyler Technologies, Inc.","Seattle, WA",112500.0
3860,Software Engineer,Fluke,"Everett, WA 98203 (View Ridge-Madison area)",96000.0
3861,Internship - .NET Developer,PACCAR,"Renton, WA",98500.0
3862,Software Architect,Costco Travel,"Issaquah, WA 98027",129000.0
3863,"Information Technology Specialist 1, R",Bellevue College,"Bellevue, WA 98007 (Lake Hills area)",49578.0
3864,Principal Software Developer - Android,Hulu,"Seattle, WA",107000.0
3865,Sr Software Developer (DB) - Arena,Wizards of the Coast,"Renton, WA 98057",109000.0
3866,Software Engineer - Payments,Twitch,"Seattle, WA",126000.0
3867,"senior systems engineer - Seattle, WA",Starbucks,"Seattle, WA",120500.0
3868,Game Development Software Engineer,Valve Software,"Bellevue, WA 98004 (Downtown area)",119000.0
3869,Software Engineer,Invitae,"Seattle, WA",111000.0
3870,DSHS Business Intelligence SQL Database Developer (in-traini...,State of Washington Dept. of Social and Health Ser...,"Lacey, WA",71358.0
3871,IT - Assistant Director of Information Technology,Washington Wing Civil Air Patrol,"Joint Base Lewis McChord, WA 98438 (Newtacoma area)",82000.0
3872,SAP Concur iXp Intern- Software Engineer,SAP,"Bellevue, WA",126000.0
3873,Software Engineer (Frontend),Code.org,"Seattle, WA 98101 (Downtown area)",124500.0
3874,Front-End Web Developer,Two Barrels,"Spokane, WA",65000.0
3875,"Software Engineer, Dashboard Applications",Tableau,"Seattle, WA 98107 (Ballard area)",118000.0
3876,Lead Software Engineer,REI,"Kent, WA 98032",135500.0
3877,Software Engineering Specialist,General Electric,"Seattle, WA 98101 (Downtown area)",109000.0
3878,"Research Fish Biologist, ZP-0482-3 (DIRECT HIRE)",US Department of Commerce,"Seattle, WA",84913.5
3880,IT Specialist 5 - Mobile and Web Applications Developer - GI...,State of Washington Dept. of Transportation,"Tumwater, WA",78444.0
3881,Developer/Analyst,Huppin's,"Spokane, WA",70000.0
3884,DSHS Full Stack Developer / DBA,State of Washington Dept. of Social and Health Ser...,"Lacey, WA",77340.0
3885,IT Analyst Programmer 2; REOPENED 5/1/19,Spokane County Washington,"Spokane, WA",58590.5
3886,"Software Engineer, Core Services",Ookla,"Seattle, WA",147500.0
3887,Software Development Engineer - Backend,OfferUp,"Seattle, WA",130500.0
3888,Software Design Engineer 1,Blueprint Technologies,"Seattle, WA",114500.0
3889,C# .Net Developer,WINIGENT,"Redmond, WA",106500.0
3890,Software Engineer,Palantir Technologies,"Seattle, WA",125000.0
3891,Software Developer,BECU,"Tukwila, WA",68500.0
3892,Software Engineer 1,Chatitive,"Seattle, WA",121500.0
3893,Software Engineer II/III,Allen Institute,"Seattle, WA 98109 (Westlake area)",104500.0
3894,Software Design Engineer 1 ( Gamming Environment ),C2S Technologies,"Redmond, WA",119500.0
3895,"Software Development Engineer in Test, Backend",The Climate Corporation,"Seattle, WA",124500.0
3896,Design Software Support Engineer,Esterline Technologies Corporation,"Everett, WA 98204 (Holly area)",100500.0
3897,Software Consulting Engineer in Test,Avaya Corporation,"Seattle, WA",113000.0
3898,Software Development Engineer in Test (SDET),Xevo,"Bellevue, WA",116500.0
3899,Software Developer,"Reischling Press, Inc.","Seattle, WA 98168",94000.0
3900,Software Development Engineer,Smartsheet,"Bellevue, WA 98005 (Wilburton area)",119000.0
3901,Software Engineer,Anko,"Bellevue, WA",125500.0
3902,Software Developer,Oath Inc,"Seattle, WA",111000.0
3903,Data Analyst,Yakima Valley College,"Yakima, WA",62439.0
3904,Program Data Analyst,Metropolitan Development Council,"Tacoma, WA",66000.0
3905,"Software Development Manager, Virtual Reality",HTC,"Seattle, WA",144000.0
3906,Software Development Engineer,Bocada,"Kirkland, WA 98033 (Highlands area)",107000.0
3907,QA Automation Engineer (AR/VR),Fall Guy Consulting,"Seattle, WA 98125 (Victory Heights area)",99500.0
3908,HR Application Developer,City of Seattle,"Seattle, WA",103898.5
3910,Departmental Technology Manager,Snohomish County,"Everett, WA",97976.0
3911,Production Supervisor,Unitized Industries West,"Chehalis, WA 98532",57500.0
3913,Senior Software Engineer,KeyTronicEMS,"Spokane Valley, WA",88978.5
3915,Education Program Specialist; Reopened 5/6/19,Spokane County Washington,"Spokane, WA",39293.5
3916,Junior Systems Engineer,"MKS2, LLC","Spokane, WA",55000.0
3917,Manager -Software Development,RecruiterDNA,"Seattle, WA 98102 (Capitol Hill area)",150000.0
3918,Sailboat Yacht Broker,Dream Yacht Charter,"Seattle, WA",160000.0
3920,Ruby on Rails Software Engineer,Two Barrels,"Spokane, WA",100000.0
3921,Senior Data Engineer,Digital Dhara LLC,"Redmond, WA",90000.0
3922,Entry Level Business Development Trainee,Reynolds and Reynolds,"Seattle, WA 98188",45000.0
3923,Office Administrator,NW Monitoring LLC,"Gig Harbor, WA",50000.0
3924,Behavioral Health / Academic Counselor,Renton Technical College,"Renton, WA 98056",77051.0
3925,"Vice President of Information Technology Services, R",Bellevue College,"Bellevue, WA 98007 (Lake Hills area)",150242.0
3926,Senior Software Developer - Full Stack,WiLine,"Vancouver, WA",108000.0
3927,Software Engineer,Hiya,"Seattle, WA 98101 (Downtown area)",130500.0
3928,"CONTRACT - Software Engineer, Multimedia (NTD)",Nintendo of America Inc.,"Redmond, WA 98052",84000.0
3929,Software Engineer-macOS (Objective-C),OneLogin,"Redmond, WA",117000.0
3930,Staff Software Development Engineer - Cloud,WatchGuard Technologies,"Seattle, WA 98104",141000.0
3931,"Software Engineer, Mobile Performance",Facebook,"Seattle, WA 98101 (Downtown area)",120000.0
3932,Backend Node Developer,"Woongjin, Inc","Bellevue, WA",104500.0
3933,Data Scientist 1 Job,Novo Nordisk,"Seattle, WA 98109 (Westlake area)",125000.0
3934,PHP Full Stack Developer,Concordis,"Bainbridge Island, WA 98110",93000.0
3935,Software Developer (DevOps),Wipro Limited,"Bellevue, WA 98004 (Downtown area)",89000.0
3936,"Senior Software Engineer ( REST ,Web/ Microservices with C#....",Flexton Inc,"Bellevue, WA",126500.0
3937,Senior Front End Software Engineer,NanoString,"Seattle, WA",124500.0
3939,Software Development Engineer in Test,Pokemon Company International,"Bellevue, WA",97000.0
3940,Bioinformatics Senior Software Engineer,Bio-Science,"Kirkland, WA",119000.0
3941,Software Development Engineer in Test (SDET) II/III,NanoString,"Seattle, WA",99000.0
3945,Permits Specialist II,City of Vancouver,"Vancouver, WA 98660 (Carter Park area)",60048.0
3946,"Software Engineer - Full Stack - Health, Beauty, and Wellnes...",Groupon,"Seattle, WA 98101 (Downtown area)",103000.0
3947,Software Engineer - Control Group,"Maxcess Americas, dba Tidland Corp","Camas, WA 98607",92500.0
3948,"Manager, Software Engineering",WideOrbit,"Lynnwood, WA 98037",124500.0
3949,"Senior Software Engineer in Test, Autonomous Vehicles",Unity Technologies,"Bellevue, WA",102000.0
3950,"Software Engineer, Product",Gusto,"Seattle, WA",131000.0
3951,"Sr. UI, Frontend Developer (React/PHP)",United Naturals,"Seattle, WA",117500.0
3952,Front End Website Developer - Contract,"SiteCrafting, Inc","Tacoma, WA 98402 (Newtacoma area)",87500.0
3953,Senior Software Engineer - Backend (Seattle),Zume Inc.,"Seattle, WA",123000.0
3954,Software Engineer - Mobile,Concordis,"Seattle, WA 98101 (Downtown area)",108000.0
3955,"Software Engineer, Applications",PayScale,"Seattle, WA 98104",113000.0
3956,Developer (Front-End) - Cargo Signal™,Expeditors,"Seattle, WA 98104",97500.0
3957,Senior Systems Engineer,Nintex,"Bellevue, WA",100000.0
3959,"CTE I, CULINARY ARTS - LEGACY OPTIONS HIGH SCHOOL",Denver Public Schools,"Denver, CO",51746.0
3960,Associate IT Developer - Denver Human Services,City and County of Denver,"Denver, CO",90449.0
3961,Director of Software Engineering,Turning The Corner LLC,"Broomfield, CO",155000.0
3962,Patient Education Consultant,Mile High Dental & Implant Centers,"Westminster, CO",75000.0
3964,Professional Assistant,University of Colorado,"Denver, CO 80204 (Central West Denver area)",45000.0
3965,COMMUNITY CONNECTIONS COORDINATOR,City of Thornton,"Thornton, CO",71124.5
3968,Production Engineer,"General Casework, Inc","Denver, CO 80239",65000.0
3970,Geosteering Geologist,GeoSteering Company,"Denver, CO",70000.0
3971,Make over 10k per month,lemonde management,"Denver, CO",75000.0
3972,Spectrum Monitoring software engineer.,MVS Inc,"Boulder, CO",81500.0
3977,Technology Services Manager,"Greenwood Village, CO","Greenwood Village, CO",108194.5
3980,Software Engineer,Notion,"Denver, CO",105000.0
3981,Computer Engineer,US Department of Defense,"Waterton, CO",93670.5
3983,Software Engineer,SciTec,"Boulder, CO",90000.0
3984,Entry Level IT Field Support Engineer (Security),S-Type Armored,"Denver, CO",37500.0
3987,Senior Software Developer - ColdFusion,TriBuild Inc,"Broomfield, CO 80021",90000.0
3989,Purchasing Agent,University of Colorado,"Denver, CO 80204 (Central West Denver area)",55000.0
3990,Administration Technician New,"Boulder County, CO","Boulder, CO 80301",38092.0
3991,Senior Software QA Analyst,ASF Payment Solutions,"Highlands Ranch, CO",60000.0
3994,RECREATION COORDINATOR I/II-FACILITIES,City of Thornton,"Thornton, CO",66355.0
3998,.NET Software Developer,"Midwest PMS, LLC","Firestone, CO",82500.0
3999,"Administrative Office Assistant (OA), ZS-0303-III (GS-5/6 eq...",US Department of Commerce,"Boulder, CO 80305 (Central Boulder area)",45395.5
4002,IT Services Coordinator,University of Colorado,"Denver, CO 80204 (Central West Denver area)",66850.0
4004,Systems Administrator - Full-Time,Foothills Park & Recreation District,"Littleton, CO 80127",74714.5
4009,IT Technician,Denver Academy,"Denver, CO",45000.0
4011,Administrative Specialist - Community and Economic Developme...,City of Arvada,"Arvada, CO 80002",50614.0
4012,Administrative Support Assistant (OA),"DEPARTMENT OF THE INTERIOR, National Park Service","Lakewood, CO",48381.5
4013,Capital Manager,Rocky Mountain MicroFinance Institute,"Denver, CO 80246 (Southeastern Denver area)",52500.0
4015,Estimator,Fresh Talent,"Denver, CO",77500.0
4018,Senior Software Engineer,Nexleaf Analytics,"Denver, CO",110000.0
4019,Software Account Manager,PlanIt Geo,"Arvada, CO 80003",80000.0
4023,Account Executive,UserZoom,"Denver, CO",125000.0
4024,Fitness Center Front Desk Staff,University of Colorado,"Aurora, CO",30348.0
4027,Leasing Agent (South Denver Metro),8z Rentals,"Denver, CO 80202 (Lodo area)",60000.0
4030,Grants Management Specialist,"DEPARTMENT OF THE INTERIOR, National Park Service","Lakewood, CO",50970.0
4031,New Business Development- HUNTER,CMS-Colorado,"Englewood, CO 80110",67500.0
4036,Records Manager,"GLC Business Services, Inc.","Denver, CO",56000.0
4037,Program Manager,SOLUTE,"Golden, CO",115000.0
4038,Organizational Improvement Facilitator or Sr. Organizational...,Denver Water,"Denver, CO 80204 (Central West Denver area)",60403.0
4039,Executive Assistant,Physician's Choice,"Wheat Ridge, CO",65000.0
4041,SENIOR PL/SQL Developer,ToolCASE LLC,"Englewood, CO 80111",107500.0
4042,Sr. Full Stack Software Developer - C#/.Net (ERN4),Charles Schwab,"Lone Tree, CO 80124",100000.0
4043,Front End Developer,BIO Trust,"Golden, CO 80401",78000.0
4044,Quality Assurance Specialist,"CRJ Ventures, LLC","Denver, CO",70000.0
4045,Software Engineer,ICR,"Denver, CO",104500.0
4047,SmartSat Software Engineer,LOCKHEED MARTIN CORPORATION,"Littleton, CO 80125",100000.0
4048,Front End Software Engineer,Also Energy Inc,"Boulder, CO",89000.0
4049,5G Software: Systems Test Engineer,ProMedia Careers,"Boulder, CO",89500.0
4050,Software Engineer,Levels Beyond,"Denver, CO 80205 (Northern Denver area)",106500.0
4051,Software Engineer,Northrop Grumman,"Aurora, CO 80017 (Aurora Highlands area)",91000.0
4053,WordPress and WooCommerce Back-end Developer,MDPPS,"Denver, CO 80202 (Lodo area)",93000.0
4054,Experienced Software Test Engineer,Workday,"Boulder, CO 80301",110500.0
4055,Full Stack Software Developer,Chatham Financial,"Littleton, CO 80127",102000.0
4056,Senior Software Engineer,Twitter,"Boulder, CO",121500.0
4057,Java Developer full time,SV Professionals LLC,"Denver, CO",99500.0
4058,Software Engineer SketchUp Web,Trimble Inc.,"Boulder, CO",99500.0
4059,Software Engineer II - QA,SSB Consulting Group LLC,"Greenwood Village, CO 80111",109000.0
4060,"Software Engineer, C / C++ -W-2 or 1099",Cardinal Peak,"Lafayette, CO 80026",92500.0
4061,Software Development Engineer in Test,FreeWave Technologies,"Boulder, CO 80301",83500.0
4062,IT Specialist I,Denver Health,"Denver, CO",41000.0
4063,Senior Software Engineer,AimLock,"Littleton, CO 80120",102000.0
4064,QA Automation Engineer,ReedGroup,"Westminster, CO",98500.0
4065,Staff Software Development Test Engineer,"Alteryx, Inc.","Broomfield, CO 80021",92000.0
4066,Backend Software Engineer,ClimaCell,"Boulder, CO",105500.0
4067,Business Analyst-System Analyst,"NexGen Technologies, Inc.","Denver, CO 80225",76000.0
4068,IT Support Specialist,CollegeInvest,"Denver, CO 80202 (Lodo area)",70000.0
4069,Software Engineer - Java,Model N,"Denver, CO",114500.0
4070,Distributed Systems - Backend Software Engineer,Sumo Logic,"Denver, CO",134500.0
4071,Benefits Analyst - Human Resources,"City of Aurora, CO","Aurora, CO 80012 (Utah Park area)",62056.5
4072,Corporate Trainer,Colorado Insurance,"Denver, CO",43250.0
4074,Contract Specialist,"DEPARTMENT OF THE INTERIOR, National Park Service","Denver, CO",111383.0
4075,Solution Architect,AdamsGabbert,"Denver, CO 80202 (Lodo area)",125000.0
4077,Associate IT Systems Analyst – Technology Services,City and County of Denver,"Denver, CO",90449.0
4078,Veoci System Administrator - Denver International Airport,City and County of Denver,"Denver International Airport, CO",103361.5
4084,Background Investigator (7 Openings),ACI Federal™,"Denver, CO",38000.0
4087,Academic Technology Integrationist,Kent Denver School,"Englewood, CO 80113",53000.0
4090,Windows Administrator I,Intermountain Rural Electric Association,"Sedalia, CO 80135",68280.0
4091,Desktop Administration Supervisor,Regis University,"Denver, CO 80221",50000.0
4092,Software Engineer (Data),Proofpoint,"Broomfield, CO",118000.0
4093,Staff Software Engineer,Visa,"Highlands Ranch, CO",117500.0
4094,Senior Software Engineer,P2 Energy Solutions,"Denver, CO",106500.0
4095,Software Systems Engineer,IntellectFaces,"Denver, CO",98000.0
4096,Full Stack Engineer,RAPT Media,"Boulder, CO",110500.0
4097,Software Engineer - Cloud Server Development,Cisco Systems,"Denver, CO 80202 (Lodo area)",105000.0
4098,"Manager, Software Development",Vertafore,"Denver, CO 80202 (Lodo area)",147500.0
4099,UX Developer,The Regis Company,"Golden, CO 80401",98500.0
4100,Sr. C# Software Engineer – (BHJOB22048_615),ITmPowered,"Denver, CO",103500.0
4101,Senior Software Developer,Aegis Premier Solutions,"Westminster, CO",104000.0
4102,Senior Software Engineer,name.com,"Denver, CO 80230 (Central East Denver area)",103000.0
4103,Full Stack Engineer,Artifact Uprising,"Denver, CO",101000.0
4104,Digital Flight Controls Architect,Boom Supersonic,"Denver, CO",140500.0
4105,Entry Level Finance - Salary + Bonus,Premier Roofing Company,"Denver, CO",35000.0
4106,Software Engineer - Backend / Cloud,Carbon Black,"Boulder, CO",130000.0
4107,Software Architect,Lerner Management Consulting,"Greenwood Village, CO",123000.0
4108,"Developer II, Software",Conversant Media,"Westminster, CO",102500.0
4109,SR SOFTWARE DEVELOPER,CenturyLink,"Broomfield, CO 80021",85500.0
4110,Software Engineer - Alteryx Designer,"Alteryx, Inc.","Broomfield, CO 80021",97500.0
4111,Senior Software Engineer - Java/ Scala,Xactly Corporation,"Denver, CO 80202 (Lodo area)",136000.0
4112,Embedded Software Engineer,SEAKR Engineering,"Englewood, CO 80111",91000.0
4113,Online Secondary Math Teacher,Foundation Learning,"Lakewood, CO",38000.0
4114,AV Project Manager for High-End Residential,HDMI Staffing,"Denver, CO",75000.0
4116,DevOps Engineer,SOLUTE,"Golden, CO",100000.0
4117,Ladder Logic Programmer,Isolate Extraction Systems Inc.,"Louisville, CO 80027",60000.0
4118,Digital Transformation Engineer - Technology Services,City and County of Denver,"Denver, CO",126267.5
4119,SaaS Implementation Specialist,Mobile Solutions,"Centennial, CO",50000.0
4120,Software Engineer - Data Discovery,Association of Universities for Research in Astron...,"Boulder, CO 80303 (Southeast Boulder area)",105000.0
4121,"Guidance, Navigation and Control Engineer I (Spacecraft Flig...",Sierra Nevada Corporation,"Louisville, CO",121000.0
