,Job_Title,Company,Location,Salary
4122,Embedded Software Engineer - W-2 or 1099,Cardinal Peak,"Lafayette, CO 80026",93500.0
4123,Software Engineer,"Alteryx, Inc.","Broomfield, CO 80021",104000.0
4124,Software Development Manager,ArdentMills,"Denver, CO",112000.0
4125,"Sr Professional, Software Engineer",CoreLogic,"Boulder, CO 80301",99500.0
4126,Business Systems Analyst / Project Manager,Genexe Health,"Greenwood Village, CO 80111",70000.0
4127,Product Owner,Red Robin,"Greenwood Village, CO 80111",95000.0
4128,Senior Software Developer - Denver,DispatchHealth,"Denver, CO",110500.0
4129,"Software Engineer, Data Science Team",FullContact,"Denver, CO 80202 (Lodo area)",142000.0
4131,"Software Engineer, HDL Simulation",Xilinx,"Longmont, CO 80503",116000.0
4132,Software Engineer,novatel,"Boulder, CO",89000.0
4133,Software Engineer,GPSS,"Boulder, CO",89000.0
4134,Front-End Web Developer,Shane Co.,"Centennial, CO",90000.0
4135,Software Engineer in Test,ReCharge Payments,"Denver, CO",103500.0
4136,Senior Software Developer,Webroot Software,"Broomfield, CO 80021",112500.0
4137,Senior Software Engineer,MeetingOne,"Denver, CO 80246 (Southeastern Denver area)",117500.0
4138,Software Engineer LP,ACES Incorporated,"Aurora, CO 80014 (Heather Gardens area)",116000.0
4139,Java Software Engineer,Businessolver,"Denver, CO 80209 (Washington Park area)",108500.0
4140,Quality Assurance Specialist-Telecom,Perigee Integrations,"Denver, CO",77500.0
4141,Associate GIS Developer – Technology Services,City and County of Denver,"Denver, CO",90449.0
4142,Software Engineer,JumpCloud,"Boulder, CO 80302",120000.0
4143,Data Integrations Engineer,University of Colorado,"Denver, CO 80204 (Central West Denver area)",65000.0
4144,Systems Engineer,VITAC Corporation,"Greenwood Village, CO",90000.0
4145,Senior Software Engineer,SciTec,"Boulder, CO",140000.0
4150,ASC Biller,United Surgical Partners International,"Denver, CO 80210 (University area)",36400.0
4153,Software Development Manager,Flexential,"Denver, CO 80293 (LoDo area)",156000.0
4154,Software Developer II,Entrust Datacard,"Englewood, CO",103000.0
4157,Chief Performance Director - Community Planning and Developm...,City and County of Denver,"Denver, CO",121182.0
4158,Signature Account Coordinator,RingCentral,"Denver, CO",59000.0
4163,Administrative Support Specialist,"City of Englewood, CO","Englewood, CO",54700.0
4164,Comp or Electronics Engineer/Physicist/Statistician/Comp Sci...,US Department of Commerce,"Boulder, CO 80305 (Central Boulder area)",86923.0
4168,Salaried Real Estate Broker,BlueMatch,"Denver, CO",83000.0
4175,Librarian - Ross-Barnum Branch,Denver Public Library,"Denver, CO",66473.0
4176,Applications and Support Technician - Inkjet,Industrial Inkjet Ltd USA,"Golden, CO 80401",50000.0
4180,GIS and Sea Level Specialist,Colorado State University,"Lakewood, CO",77500.0
4181,Entry Level Software Developer,"T&W Operations, Inc.","Huntsville, AL 35816",32500.0
4182,Software Developer III,Fearless,"Huntsville, AL",99500.0
4183,Jr. Computer Programmer,PALCO,"Huntsville, AL 35803",40000.0
4184,Software Developer,"Signalink, Inc.","Madison, AL 35758",83500.0
4185,Software Developers - All Levels,ASRC Federal Holding Company,"Huntsville, AL 35806",96000.0
4186,Software Engineer-Entry Level,Kratos Defense,"Huntsville, AL 35805",68000.0
4187,Software Developer,tiag,"Huntsville, AL 35898",95000.0
4188,Junior Radar Software Engineer,"Cintel, Inc.","Huntsville, AL 35801",62500.0
4189,Software Tester,Teledyne Brown Engineering Inc,"Huntsville, AL 35805",77000.0
4190,Associate Software Programmer,Hexagon PPM,"Huntsville, AL",98000.0
4191,Software Developer,Wavelink Incorporated,"Huntsville, AL 35806",81000.0
4192,Software Developer - S - PSJP00010255,AEGIS IT,"Huntsville, AL",88500.0
4193,Software Developer,"Cintel, Inc.","Huntsville, AL 35801",84000.0
4194,UX Programmer Intern,Hexagon PPM,"Huntsville, AL",87500.0
4195,Intermediate Software Developer,Perspecta,"Huntsville, AL 35801",97500.0
4196,"Software Developer, Software Integrator",LOCKHEED MARTIN CORPORATION,"Huntsville, AL 35805",76500.0
4197,Software Engineer (Multiple Candidates needed),PassionHR,"Huntsville, AL 35805",108500.0
4198,Software Engineer I,Brockwell Technologies,"Huntsville, AL 35805",79000.0
4199,Apache Software / Cyber Engineer,"PPT Solutions, Inc.","Huntsville, AL 35816",80000.0
4200,Software Developer / Programmer Internship,"Integration Innovation, Inc. (i3)","Huntsville, AL",81000.0
4201,Software Developer/Tester,QuantiTech,"Huntsville, AL 35806",80500.0
4202,C# Software Engineer,GenConnect Recruiting and Consulting,"Huntsville, AL 35805",77500.0
4203,Web Developer / Programmer,GigaParts,"Huntsville, AL 35806",45000.0
4204,Web Developer,iWebVisit.com,"Decatur, AL",56000.0
4205,SQL Developer,Team TSI,"Albertville, AL",70000.0
4208,Entry Level Management,The Clint McLain Agency,"Huntsville, AL",54000.0
4210,Research Associate V (step 4)/SMAP Center/RV4477,The University of Alabama in Huntsville,"Huntsville, AL",85370.5
4211,Outreach Specialist,Thrive Alabama,"Huntsville, AL 35801",32850.0
4213,Contract Specialist,US Department of Defense,"Redstone Arsenal, AL",97835.5
4215,Program Coordinator- Educational Technologist,T47 International,"Huntsville, AL",58500.0
4221,Branch Manager,Apex Restoration DKI,"Huntsville, AL 35801",60000.0
4222,Embedded Software Engineer,Science Referral Network,"Huntsville, AL",132500.0
4223,RN Medical Reviewer II,Palmetto GBA,"Huntsville, AL",60000.0
4227,IT Specialist (INFOSEC),US Department of the Army,"Redstone Arsenal, AL",97835.5
4230,Embedded Software Engineer,Star Lab Corp.,"Huntsville, AL",110000.0
4231,Purchasing and Materials Manager,Reliant Finishing Systems,"Somerville, AL",50000.0
4232,Intermediate Multi Core Software Engineer (2019-0125-D061),"TriVector Services, Inc.","Huntsville, AL 35801",98500.0
4233,Program and Technical Analyst I,"Odyssey Systems Consulting Group, Ltd","Redstone Arsenal, AL",55500.0
4234,Software Engineer,"The AEgis Technologies Group, Inc.","Huntsville, AL 35806",87500.0
4235,Software Engineer,"IERUS Technologies, Inc.","Huntsville, AL 35805",127500.0
4236,Software Engineer,"Integration Innovation, Inc. (i3)","Huntsville, AL",100000.0
4238,DevOps Engineer,Fearless,"Huntsville, AL",122500.0
4239,Systems Engineer,IronMountain Solutions,"Huntsville, AL 35806",98500.0
4240,Contract Specialist,Federal Bureau of Investigation,"Huntsville, AL 35801",71500.0
4241,Software Systems Engineer,Intrepid,"Huntsville, AL 35806",97500.0
4243,Software Automated Test Engineer,SAIC,"Huntsville, AL",94000.0
4244,Embedded Software Engineer,"PPT Solutions, Inc.","Huntsville, AL 35816",100000.0
4245,Software Engineer,MAG Aerospace,"Huntsville, AL 35801",92000.0
4246,Embedded Software Engineer,"Amphenol Tecvox, LLC","Huntsville, AL",97500.0
4247,Associate Software Engineer,Cubic Corporation,"Tullahoma, TN",85500.0
4248,Embedded Software Engineer (2019-0311-0062),"TriVector Services, Inc.","Huntsville, AL 35801",88500.0
4249,"Senior Software Developer - CSI Huntsville, AL",Raytheon,"Huntsville, AL 35806",120500.0
4250,SETA Software Engineer - BGQ 1904,deciBel Research,"Huntsville, AL 35806",107500.0
4252,GENERAL ENGINEER,US Department of Defense,"Redstone Arsenal, AL",136576.0
4253,Systems Engineer,Raytheon,"Huntsville, AL 35806",62500.0
4254,Director of Professional Development/College of Professional...,The University of Alabama in Huntsville,"Huntsville, AL",87500.0
4255,Technician II - IS Department,Port of Huntsville,"Huntsville, AL 35824",52053.5
4256,Animal Services Customer Support Clerk (Grade 9),"City of Huntsville, AL","Huntsville, AL",35588.5
4258,Director of Enterprise Applications/Office of Information Te...,The University of Alabama in Huntsville,"Huntsville, AL",102500.0
4260,Senior JAVA Developer,MFSI Government Group,"Huntsville, AL",91500.0
4261,2019 SVTAD New College Hire (AL) - Systems Engineer I,Raytheon,"Huntsville, AL 35806",92000.0
4263,Mid-level Systems Engineer (2018-1030-D-050),"TriVector Services, Inc.","Huntsville, AL 35801",97000.0
4264,Software Systems Engineer_Medusa,SAIC,"Huntsville, AL",100000.0
4265,Sr. Software IV&V Engineer,Wavelink Incorporated,"Huntsville, AL 35806",100500.0
4266,Systems Engineer/Command and Control Analyst,"1) Davidson Technologies, Inc.","Huntsville, AL",75000.0
4267,Network Management / Information Technology,"1) Davidson Technologies, Inc.","Huntsville, AL",60500.0
4268,Radar Software Engineer,Mitre Corporation,"Huntsville, AL 35806",116500.0
4269,Systems Administrator,"Cintel, Inc.","Huntsville, AL 35801",84000.0
4270,Missile Defense Software Engineer,Dynetics,"Huntsville, AL 35806",107000.0
4271,BT-1682 Software Quality Engineer Sr.,Bastion Technologies,"Huntsville, AL 35808",82000.0
4272,Senior Software Engineer,"The AEgis Technologies Group, Inc.","Huntsville, AL 35806",111000.0
4273,Senior IT Systems Engineer,"SIM&S, Inc.","Huntsville, AL",103500.0
4275,Staff Software Engineer - SW Architect,Northrop Grumman,"Huntsville, AL 35805",136500.0
4276,Software and Simulation Developer for UAS Programs,Dynetics,"Huntsville, AL 35806",101000.0
4277,Software Test Automation Engineer - OSF (MASC-F),Dynetics,"Huntsville, AL 35806",91000.0
4278,Systems Engineer Intern,Leidos,"Huntsville, AL 35806",82000.0
4279,Linux and Network Administrator,Star Lab Corp.,"Huntsville, AL",77500.0
4280,Systems Engineer,Science Referral Network,"Huntsville, AL",135000.0
4282,JSEG Software Engineer (Senior Level),Jacobs,"Huntsville, AL",98500.0
4283,System Engineering and Special Studies Analyst,"The AEgis Technologies Group, Inc.","Huntsville, AL 35806",86500.0
4285,Advanced Software Assurance Engineer (#883669),PeopleTec,"Huntsville, AL 35805",93000.0
4286,Systems Engineer,"4M Research, Inc.","Huntsville, AL 35806",96000.0
4287,Electrical/Computer Engineer Intern,Radiance Technologies Inc.,"Huntsville, AL",114000.0
4289,Senior C++ Software Developer_MLRS,SAIC,"Huntsville, AL",109000.0
4290,"JSEG Systems Engineering Intern, Human Landing Systems Inter...",Jacobs,"Huntsville, AL",97500.0
4292,Sr Java and JavaScript Web Developer,SAIC,"Huntsville, AL",103500.0
4293,SysML/UML - Systems Engineer,Dynetics,"Huntsville, AL 35806",102000.0
4294,ERP Systems Architect,Nolij Consulting LLC,"Huntsville, AL 35808",160000.0
4296,Data Scientist,Deloitte,"Huntsville, AL",89500.0
4297,ELECTRONIC ENGINEER,US Department of the Air Force,"Huntsville, AL",95528.5
4298,IT Collaboration Solutions Architect,Sanmina Corporation,"Huntsville, AL 35803",125000.0
4299,Experienced Network/Computer Technician's,Your Tech Company,"Decatur, AL 35601",50280.0
4300,Senior Linux Administrator,Blind Posting,"Huntsville, AL",85000.0
4301,"Windows/iOS Support Analyst - US,PT - PSJP00010314",AEGIS IT,"Huntsville, AL",47500.0
4303,Java Software Engineer,LOCKHEED MARTIN CORPORATION,"Huntsville, AL 35805",90500.0
4304,Administrative Specialist,Summit Technical Solutions,"Huntsville, AL 35806",40500.0
4305,Radar Software Engineer,"DESE Research, Inc.","Huntsville, AL 35805",94000.0
4306,Accountant,Progress Rail Services Corp.,"Albertville, AL 35950",64500.0
4309,Production Supervisor (First Shift),HDT Global,"Huntsville, AL",67000.0
4310,Mid-Level Systems Engineer (DOORS),Brockwell Technologies,"Huntsville, AL 35805",89500.0
4314,"Senior Software Engineer, Marketplace",TCGplayer,"Huntsville, AL",121500.0
4315,Embedded Software Engineer,Aevum,"Huntsville, AL",92500.0
4318,Accountant,"Mental Health Center of North Central Alabama, Inc...","Decatur, AL 35601",42000.0
4319,Software Engineer II,"ENSCO, Inc.","Huntsville, AL",95000.0
4321,Senior Software Developer – CSI Huntsville,Foreground Security,"Huntsville, AL",122000.0
4322,Sr. Software Airworthiness Engineer,Wavelink Incorporated,"Huntsville, AL 35806",107500.0
4323,Production Supervisor (Second Shift),"HDT Expeditionary Systems, Inc.","Huntsville, AL",56000.0
4325,Senior Software Developer - UAS Programs,Dynetics,"Huntsville, AL 35806",103500.0
4326,Computer Systems Analyst,Nolij Consulting LLC,"Huntsville, AL 35808",66500.0
4327,Software Engineering Manager_MLRS,SAIC,"Huntsville, AL",124500.0
4328,Software Engineering Manager SIGN ON BONUS POTENTIAL!!,COLSA,"Huntsville, AL 35806",106000.0
4330,"Senior Software Developer - CSI Huntsville, AL",Foreground Security,"Huntsville, AL",120500.0
4332,Aerospace Systems Engineer,"Cintel, Inc.","Huntsville, AL 35801",100000.0
4333,"Engineer I, II, III (Contingent Upon Funding) - Huntsville,...","Davidson Technologies, Inc.","Huntsville, AL 35806",112500.0
4334,Business Analyst II,Jacobs,"Huntsville, AL",72500.0
4335,Software Engineer,SELEX Galileo,"Huntsville, AL",97500.0
4336,Quality Engineering Lead,ManTech International Corporation,"Huntsville, AL",63500.0
4337,Senior Software Engineer (#951208),PeopleTec,"Huntsville, AL 35805",99500.0
4341,Network Engineer (II),Nolij Consulting,"Huntsville, AL",65500.0
4343,Police Officer (Lateral Entry) (Continuous announcement) (Gr...,"City of Huntsville, AL","Huntsville, AL",51188.5
4347,General Manager - Madison AL,"Rick's Barbecue, Inc.","Madison, AL",47500.0
4349,Data Analyst,"Ace IT Systems, LLC","San Francisco, CA",70000.0
4350,Auditor I,City & County of San Francisco,"San Francisco, CA 94103 (South Of Market area)",74984.0
4351,Software Engineer - University Graduate (Entry Level),Snowflake Computing,"San Mateo, CA 94401 (North Central area)",136000.0
4352,Computer Science - Parkway Heights Middle School,The South San Francisco Unified School District,"San Francisco, CA",72982.0
4353,IT Help Desk Specialist,Intero Real Estate Services,"Cupertino, CA 95014",52500.0
4354,"Summer Teacher, Upper School Computer Science",The Harker School,"San Jose, CA",56000.0
4355,Computer Science Teacher,Stratford School,"Sunnyvale, CA 94087",55000.0
4356,Computer Programmer,Altigen,"San Jose, CA",56114.5
4360,Computer System Analyst,INGENIOUS SOFT,"Santa Clara, CA",102000.0
4362,Computer Science - Middle School Associate Teacher,The Nueva School,"Hillsborough, CA 94010",50500.0
4363,IT Help Desk Specialist,Excite Credit Union,"San Jose, CA 95118 (Cambrian Park area)",55500.0
4364,Senior Park Ranger,County of Santa Clara,"Santa Clara, CA",92816.5
4366,2019 Internship - Software Engineer - Vudu,Walmart eCommerce,"Sunnyvale, CA 94087",117500.0
4367,Software Developer Intern,DropThought,"Santa Clara, CA 95050",115000.0
4369,"Intern, Software Engineer - UI Framework",Roku,"Los Gatos, CA",112500.0
4370,"Intern, Data Scientist",Sephora,"San Francisco, CA 94105 (Financial District area)",134000.0
4371,Intern: Software Engineering,Equinix,"Sunnyvale, CA",117500.0
4372,Software Engineer,Tesla,"Fremont, CA",114000.0
4374,Software Engineer – New College Grad,Proofpoint,"Sunnyvale, CA 94089",133000.0
4375,"Intern, Software Engineer - Wireless",Roku,"Los Gatos, CA",115000.0
4376,Software QA Internship/Co-Op (Fall 2019),Tesla,"Palo Alto, CA",113000.0
4378,Associate Software Engineer,Mphasis,"San Francisco, CA",89000.0
4379,Data Engineer - Data Science,App Annie,"San Francisco, CA 94108 (Financial District area)",144000.0
4380,Information Systems Programmer Analyst,San Francisco Department of Elections,"San Francisco, CA 94102 (Downtown area)",84409.0
4382,Software Developer,Projas Technologies LLC,"Santa Clara, CA 95050",128000.0
4383,Software Developer 5,Oracle,"Redwood City, CA 94065",107500.0
4384,Software Engineer,Quadbase Systems,"Santa Clara, CA 95050",113500.0
4388,2019 Internship - Software Engineer - Vudu,Walmart Stores,"Sunnyvale, CA 94087",117500.0
4389,Software Engineer - Javascript,Instart,"Palo Alto, CA 94306 (Barron Park area)",115000.0
4390,Jr. Backend Software Engineer,Citrine,"Redwood City, CA",147000.0
4391,Entry Level Java Full-Stack Developer,Carmen Hire,"San Francisco, CA",122500.0
4392,Software Engineer (Java),Tapjoy,"San Francisco, CA 94104 (Financial District area)",131500.0
4393,Software Engineer Internship (Customer Tech),Walmart eCommerce,"Sunnyvale, CA 94087",123500.0
4394,Software Engineer - JavaScript Developer - Digital IT Team,JP Morgan Chase,"Mountain View, CA 94040",132500.0
4395,Software QA Intern,Synaptics,"San Jose, CA 95131 (North Valley area)",94500.0
4396,"Intern, Software Engineering",Lucid Motors,"Newark, CA",114000.0
4397,Software Developer - Analytics,StratApps Inc,"Fremont, CA 94538 (Irvington area)",112500.0
4398,Software Developer Intern,"GenapSys, Inc.","Redwood City, CA",90000.0
4399,Software Engineer - Video API,Twitch,"San Francisco, CA",126000.0
4400,"Software Engineer, Frontend – Energy Tools Team",Tesla,"Palo Alto, CA",129000.0
4401,Software Engineer,Google,"Mountain View, CA",128500.0
4402,"Intern, Software Engineering – Data Management Platform",Roku,"Los Gatos, CA",145000.0
4403,Software Engineer,Microsoft,"Sunnyvale, CA",110000.0
4404,Fall 2019 Software Engineering Co-op,Salesforce,"San Francisco, CA 94105 (Financial District area)",106000.0
4405,Intern - Software Engineer (San Mateo) - 2019 Fall,Snowflake Computing,"San Mateo, CA 94401 (North Central area)",169000.0
4406,Software Development Engineer II,Microsoft,"Mountain View, CA 94043",132500.0
4407,Software Engineer (All Levels),SoFi,"San Francisco, CA",143500.0
4408,Software Engineer Intern (Test),Lattice Engines,"San Mateo, CA 94404",115500.0
